timestamp,lat,lon,altitude,fix_quality,num_sats,hdop,speed,heading,satellite_id,elevation,azimuth,snr,producer_timestamp,signal_drop,satellite_loss,lat_diff,lon_diff,position_drift,anomaly_detected,anomaly_type
,,,,,,,,,6,,,0.2611,2025-12-03T09:48:14.853955Z,true,false,0.0,0.0,false,true,SIGNAL_DROP
,,,,,,,,,8,,,-0.47140000000000004,2025-12-03T09:48:15.112747Z,true,false,0.0,0.0,false,true,SIGNAL_DROP
